dataset,KNN,LR,RF,NB,GB,ADA
diabetes2019_5_of_10,0.6947368421052632,0.8421052631578949,0.8842105263157893,0.7368421052631579,0.8736842105263157,0.8105263157894738
diabetes2019_6_of_10,0.7578947368421052,0.8,0.7473684210526315,0.7789473684210526,0.8,0.8
diabetes2019_7_of_10,0.6105263157894737,0.7684210526315789,0.7894736842105263,0.7368421052631579,0.6842105263157894,0.7157894736842104
diabetes2019_8_of_10,0.6526315789473683,0.9052631578947368,0.9263157894736842,0.6736842105263158,0.8631578947368421,0.8736842105263157
diabetes2019_9_of_10,0.7578947368421052,0.8105263157894737,0.8315789473684211,0.7157894736842106,0.8210526315789475,0.8
diabetes2019_10_of_10,0.7052631578947369,0.8421052631578947,0.8210526315789473,0.7894736842105263,0.8315789473684211,0.8105263157894737
epilepsy_1_of_10,0.8817391304347826,0.5478260869565218,0.9565217391304348,0.9608695652173914,0.9547826086956522,0.9513043478260869
epilepsy_2_of_10,0.877391304347826,0.5739130434782609,0.9617391304347827,0.9626086956521739,0.9486956521739129,0.942608695652174
epilepsy_3_of_10,0.8765217391304347,0.5982608695652174,0.9608695652173914,0.9643478260869565,0.9495652173913044,0.9513043478260869
epilepsy_4_of_10,0.8800000000000001,0.5956521739130436,0.953913043478261,0.9478260869565218,0.9504347826086956,0.9278260869565218
epilepsy_5_of_10,0.8730434782608695,0.548695652173913,0.953913043478261,0.9486956521739132,0.9452173913043479,0.9391304347826088
epilepsy_6_of_10,0.8643478260869566,0.5965217391304347,0.9600000000000002,0.9608695652173912,0.9591304347826087,0.9582608695652175
epilepsy_7_of_10,0.8869565217391304,0.5747826086956522,0.9565217391304348,0.9669565217391305,0.9478260869565218,0.9339130434782609
epilepsy_8_of_10,0.8730434782608695,0.5721739130434783,0.9530434782608695,0.9521739130434783,0.9495652173913044,0.9373913043478261
epilepsy_9_of_10,0.8791304347826088,0.5982608695652174,0.9539130434782608,0.9565217391304348,0.942608695652174,0.9339130434782608
epilepsy_10_of_10,0.8634782608695654,0.5652173913043478,0.9617391304347827,0.9591304347826087,0.9608695652173914,0.9443478260869567
